,Fecha,T3_TipoDato,T3_Periodo,Anyo,Valor
209,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,1157.0
210,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,2671.0
211,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,1426.0
212,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,1245.0
213,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,3185.0
214,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,1665.0
215,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,1520.0
216,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,3744.0
217,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,1828.0
218,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,1916.0
219,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,4529.0
220,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,2294.0
221,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,2235.0
222,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,5036.0
223,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,2581.0
224,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,2455.0
225,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,3903.0
226,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,2114.0
227,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,1789.0
228,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,2612.0
229,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,1359.0
230,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,1253.0
231,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,1214.0
232,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,605.0
233,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,609.0
234,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,617.0
235,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,292.0
236,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,325.0
237,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,328.0
238,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,107.0
239,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,221.0
240,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,115222.0
241,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,56676.0
242,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,58546.0
243,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,3554.0
244,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,1803.0
245,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,1751.0
246,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,4753.0
247,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,2417.0
248,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,2336.0
249,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,5561.0
250,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,2889.0
251,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,2672.0
252,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,5806.0
253,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,2950.0
254,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,2856.0
255,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,6237.0
256,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,3110.0
257,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,3127.0
258,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,6687.0
259,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,3342.0
260,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,3345.0
261,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,8436.0
262,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,4077.0
263,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,4359.0
264,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,10057.0
265,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,4595.0
